[Wed Feb 03 00:10:00 2016]	[client: 121.54.54.148] [file: core.class.php] - [Device ID: 48ec5fca839e8c59, Platform: android, PUSH ID: APA91bEV6AlwbFZaA-15WiJFZrCSVv1HCdi9ocNIkYFAFDoL7qo3KMruhzYQ0GZK2dR1-QxFFFlx4axj_ANsURabmGKSh4WNSLossAuoM0GYpGD6_k6aiH9sIhTaXErfYpkXdU6vg1xO]	 Status: [Existing]
[Wed Feb 03 19:23:41 2016]	[client: 124.107.17.114] [file: core.class.php] - [Device ID: a1bd481ef921cb72, Platform: android, PUSH ID: APA91bFGO_TwVWyhhTval-YYEHzr3oJTBSjVN3P5otE0fVf-ADK7khBT3N3Y3iEvVNC2sUUOrNOM3_Mt1tsMlP2LHHJMaHeeWwVM1VRzdRjsQEihecqWl00UrrjIQs0X491j_E2C7-8x]	 Status: [Existing]
[Wed Feb 03 19:34:26 2016]	[client: 112.208.59.251] [file: core.class.php] - [Device ID: 9b4cfe2c76ba93bf, Platform: android, PUSH ID: APA91bGm_8TyTPkRb8a-TdTS0AmDmW6Gu5-axSRQuztN4x42CUL8zcib6M8AaL2fxEcjI5_6XlCM-_MRspETwo54lLoa2zCS6KKk-yEjBXZvPlUXhcCbMeU9A1TFfR5mO6hqz-Kcb8ot]	 Status: [Existing]
[Wed Feb 03 19:34:27 2016]	[client: 112.208.59.251] [file: core.class.php] - [Device ID: 9b4cfe2c76ba93bf, Platform: android, PUSH ID: APA91bGm_8TyTPkRb8a-TdTS0AmDmW6Gu5-axSRQuztN4x42CUL8zcib6M8AaL2fxEcjI5_6XlCM-_MRspETwo54lLoa2zCS6KKk-yEjBXZvPlUXhcCbMeU9A1TFfR5mO6hqz-Kcb8ot]	 Status: [Existing]
[Wed Feb 03 19:34:28 2016]	[client: 112.208.59.251] [file: core.class.php] - [Device ID: 9b4cfe2c76ba93bf, Platform: android, PUSH ID: APA91bGm_8TyTPkRb8a-TdTS0AmDmW6Gu5-axSRQuztN4x42CUL8zcib6M8AaL2fxEcjI5_6XlCM-_MRspETwo54lLoa2zCS6KKk-yEjBXZvPlUXhcCbMeU9A1TFfR5mO6hqz-Kcb8ot]	 Status: [Existing]
[Wed Feb 03 19:34:28 2016]	[client: 112.208.59.251] [file: core.class.php] - [Device ID: 9b4cfe2c76ba93bf, Platform: android, PUSH ID: APA91bGm_8TyTPkRb8a-TdTS0AmDmW6Gu5-axSRQuztN4x42CUL8zcib6M8AaL2fxEcjI5_6XlCM-_MRspETwo54lLoa2zCS6KKk-yEjBXZvPlUXhcCbMeU9A1TFfR5mO6hqz-Kcb8ot]	 Status: [Existing]
[Wed Feb 03 19:48:16 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: fed02da59e72a744, Platform: android, PUSH ID: APA91bEMpAK7D5X3oxNI9SO6jHL_CeZ2tJDu-hjqEC30Z3H3yXz1XKrYZDzhunr6sSZa7kKs0u71gOFAsXLv98MWsAmPxafOFAeaxNJkerA-dblQAebeW-5N1qAM7Z5oh4F3E1YD2IvM]	 Status: [Success]
[Wed Feb 03 19:48:16 2016]	[client: 112.198.102.35] [file: core.class.php] - [Message: Unable to complete tokenizing process.] [Device ID: fed02da59e72a744, Platform: android, PUSH ID: APA91bEMpAK7D5X3oxNI9SO6jHL_CeZ2tJDu-hjqEC30Z3H3yXz1XKrYZDzhunr6sSZa7kKs0u71gOFAsXLv98MWsAmPxafOFAeaxNJkerA-dblQAebeW-5N1qAM7Z5oh4F3E1YD2IvM]
[Wed Feb 03 19:52:24 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: fed68bf49f6c6bf, Platform: android, PUSH ID: APA91bG4dxAdfJs2tbtvkkyYd_02ISyDjOYZVLPLQPWCGMUBI-0l07QixIVuce-Hw7rCFEbdUwvIOyasBo5pKeo0X5WLx8FdNFmp3SRcrJaqo1hQDZau0kUbpT5QX05z0Q9jaLdYGrwI]	 Status: [Success]
[Wed Feb 03 19:52:25 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: fed68bf49f6c6bf, Platform: android, PUSH ID: APA91bG4dxAdfJs2tbtvkkyYd_02ISyDjOYZVLPLQPWCGMUBI-0l07QixIVuce-Hw7rCFEbdUwvIOyasBo5pKeo0X5WLx8FdNFmp3SRcrJaqo1hQDZau0kUbpT5QX05z0Q9jaLdYGrwI]	 Status: [Existing]
[Wed Feb 03 19:56:03 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: fed68bf49f6c6bf, Platform: android, PUSH ID: APA91bG4dxAdfJs2tbtvkkyYd_02ISyDjOYZVLPLQPWCGMUBI-0l07QixIVuce-Hw7rCFEbdUwvIOyasBo5pKeo0X5WLx8FdNFmp3SRcrJaqo1hQDZau0kUbpT5QX05z0Q9jaLdYGrwI]	 Status: [Existing]
[Wed Feb 03 19:56:04 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: fed68bf49f6c6bf, Platform: android, PUSH ID: APA91bG4dxAdfJs2tbtvkkyYd_02ISyDjOYZVLPLQPWCGMUBI-0l07QixIVuce-Hw7rCFEbdUwvIOyasBo5pKeo0X5WLx8FdNFmp3SRcrJaqo1hQDZau0kUbpT5QX05z0Q9jaLdYGrwI]	 Status: [Existing]
[Wed Feb 03 20:08:46 2016]	[client: 180.190.90.63] [file: core.class.php] - [Device ID: B873182A-0646-4E9B-905B-CECD5608DD46, Platform: ios, PUSH ID: 092ca839cd70964294e0aadd0023ec470141d7eb2ba064f56756395cfe7b608c]	 Status: [Success]
[Wed Feb 03 20:13:34 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: d16a313953fb109a, Platform: android, PUSH ID: APA91bG8kRQhvZi6m57jTrm9vCuv-nupj4vb01uUfG4aRNTi8mQ5u4vEPkYt1iw8Nr_SKlSvDq56GTPsCxFmk8_X7-CQZf2F7CwlmyHYvtrA0athYCEZBWUCStPacuQEemRhbDS9tGJj]	 Status: [Success]
[Wed Feb 03 20:13:46 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: d16a313953fb109a, Platform: android, PUSH ID: APA91bG8kRQhvZi6m57jTrm9vCuv-nupj4vb01uUfG4aRNTi8mQ5u4vEPkYt1iw8Nr_SKlSvDq56GTPsCxFmk8_X7-CQZf2F7CwlmyHYvtrA0athYCEZBWUCStPacuQEemRhbDS9tGJj]	 Status: [Existing]
[Wed Feb 03 20:19:17 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: 263C9C94-AC45-436E-9AE0-2E834453A304, Platform: ios, PUSH ID: d8acf5ae935eb1faf38e8e00d7f9ebe5df7864d4c645602fbe9cb70ae84f11ed]	 Status: [Success]
[Wed Feb 03 20:20:50 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: B949904C-B2F2-460C-B74C-DDFEFC114A4E, Platform: ios, PUSH ID: 21240797ef64ddbefc920002972f55dac09d102349b7663f536d81f237dec944]	 Status: [Success]
[Wed Feb 03 20:27:11 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: d8580ec3d40e9eac, Platform: android, PUSH ID: APA91bG1EyaKhJKAtUhAiLh4hnsnB7nJCfKBQljquS-mmlcvIftTiqUyY9XouaR1gbB41CzD3g_UyYpav_ykWxYHvez5ls3Vn6tR3C84Sx8kdyHxrJtXB24Y6WyHRG31DpgvRX-CouUP]	 Status: [Success]
[Wed Feb 03 20:27:13 2016]	[client: 112.198.102.35] [file: core.class.php] - [Device ID: d8580ec3d40e9eac, Platform: android, PUSH ID: APA91bG1EyaKhJKAtUhAiLh4hnsnB7nJCfKBQljquS-mmlcvIftTiqUyY9XouaR1gbB41CzD3g_UyYpav_ykWxYHvez5ls3Vn6tR3C84Sx8kdyHxrJtXB24Y6WyHRG31DpgvRX-CouUP]	 Status: [Existing]
[Wed Feb 03 20:28:59 2016]	[client: 119.202.174.93] [file: core.class.php] - [Device ID: 0A7D9A55-D745-49CC-A925-241C67331854, Platform: ios, PUSH ID: 54555af828033f1b97a106f50c1a5722d3c0e1fbad0e7e6958b71cf3478f0616]	 Status: [Success]
[Wed Feb 03 20:40:31 2016]	[client: 112.208.59.251] [file: core.class.php] - [Device ID: 9b4cfe2c76ba93bf, Platform: android, PUSH ID: APA91bGm_8TyTPkRb8a-TdTS0AmDmW6Gu5-axSRQuztN4x42CUL8zcib6M8AaL2fxEcjI5_6XlCM-_MRspETwo54lLoa2zCS6KKk-yEjBXZvPlUXhcCbMeU9A1TFfR5mO6hqz-Kcb8ot]	 Status: [Existing]
[Wed Feb 03 20:40:31 2016]	[client: 112.208.59.251] [file: core.class.php] - [Message: Unable to complete tokenizing process.] [Device ID: 9b4cfe2c76ba93bf, Platform: android, PUSH ID: APA91bGm_8TyTPkRb8a-TdTS0AmDmW6Gu5-axSRQuztN4x42CUL8zcib6M8AaL2fxEcjI5_6XlCM-_MRspETwo54lLoa2zCS6KKk-yEjBXZvPlUXhcCbMeU9A1TFfR5mO6hqz-Kcb8ot]
[Wed Feb 03 20:43:30 2016]	[client: 49.144.171.73] [file: core.class.php] - [Device ID: 7c490ae6bdd4cdfa, Platform: android, PUSH ID: APA91bFdfFQsbfyzYfNkgTYAGYHXx7yyCmPYFGAxnnydHLWbnbpCGBDYdvvFf_Ebe_vl8JULl8MLtYjx4n2W0nuzXfu4fkYkTgDRbsiy5mqiFvF6nWrzkgz9fkPjf2VVLFfXybnxoprJ]	 Status: [Existing]
[Wed Feb 03 20:43:31 2016]	[client: 49.144.171.73] [file: core.class.php] - [Device ID: 7c490ae6bdd4cdfa, Platform: android, PUSH ID: APA91bFdfFQsbfyzYfNkgTYAGYHXx7yyCmPYFGAxnnydHLWbnbpCGBDYdvvFf_Ebe_vl8JULl8MLtYjx4n2W0nuzXfu4fkYkTgDRbsiy5mqiFvF6nWrzkgz9fkPjf2VVLFfXybnxoprJ]	 Status: [Existing]
[Wed Feb 03 20:49:45 2016]	[client: 112.198.79.173] [file: core.class.php] - [Device ID: fed02da59e72a744, Platform: android, PUSH ID: APA91bEMpAK7D5X3oxNI9SO6jHL_CeZ2tJDu-hjqEC30Z3H3yXz1XKrYZDzhunr6sSZa7kKs0u71gOFAsXLv98MWsAmPxafOFAeaxNJkerA-dblQAebeW-5N1qAM7Z5oh4F3E1YD2IvM]	 Status: [Existing]
[Wed Feb 03 20:49:46 2016]	[client: 112.198.79.173] [file: core.class.php] - [Device ID: fed02da59e72a744, Platform: android, PUSH ID: APA91bEMpAK7D5X3oxNI9SO6jHL_CeZ2tJDu-hjqEC30Z3H3yXz1XKrYZDzhunr6sSZa7kKs0u71gOFAsXLv98MWsAmPxafOFAeaxNJkerA-dblQAebeW-5N1qAM7Z5oh4F3E1YD2IvM]	 Status: [Existing]
[Wed Feb 03 20:53:51 2016]	[client: 180.190.90.63] [file: core.class.php] - [Device ID: 8D9EF377-0AB8-47E0-BB69-A4AE82B5376A, Platform: ios, PUSH ID: 4bd3b9d508c9509102035a07fb2c1a87b81de35c775aa1737e8da374b954ff0f]	 Status: [Success]
[Wed Feb 03 20:55:29 2016]	[client: 180.190.90.63] [file: core.class.php] - [Device ID: 2e6a4ca63f7d2f13, Platform: android, PUSH ID: APA91bGXLZya6kMPtIrZDcpM8jKhkVyS0Rojde7Qg0o5Pj8oWkyTZT0q9F046utg09yidOqv1J2sX4DAs650RMI_b_r6w86XQXY1jvmGiNzIdySfOi2e080lSfSQle9cNUjnR2YS7g5e]	 Status: [Success]
[Wed Feb 03 20:55:30 2016]	[client: 180.190.90.63] [file: core.class.php] - [Message: Unable to complete tokenizing process.] [Device ID: 2e6a4ca63f7d2f13, Platform: android, PUSH ID: APA91bGXLZya6kMPtIrZDcpM8jKhkVyS0Rojde7Qg0o5Pj8oWkyTZT0q9F046utg09yidOqv1J2sX4DAs650RMI_b_r6w86XQXY1jvmGiNzIdySfOi2e080lSfSQle9cNUjnR2YS7g5e]
[Wed Feb 03 21:27:25 2016]	[client: 112.198.103.7] [file: core.class.php] - [Device ID: f7aab32e2d5c2bcf, Platform: android, PUSH ID: APA91bGQ1zBD6q0QAQI4rUlAzjvdjJBf1yHJs8XhOmh99if2Jaoj3MWO2dd51jRjWdvZ-B6nsjC7O2rpOrGZ_I68ZFBXVKCVcngOTZqEjyT-UdDK886tmRnyt1KzISKA5naTeOOPRvsx]	 Status: [Existing]
[Wed Feb 03 21:27:25 2016]	[client: 112.198.103.7] [file: core.class.php] - [Message: Unable to complete tokenizing process.] [Device ID: f7aab32e2d5c2bcf, Platform: android, PUSH ID: APA91bGQ1zBD6q0QAQI4rUlAzjvdjJBf1yHJs8XhOmh99if2Jaoj3MWO2dd51jRjWdvZ-B6nsjC7O2rpOrGZ_I68ZFBXVKCVcngOTZqEjyT-UdDK886tmRnyt1KzISKA5naTeOOPRvsx]
[Wed Feb 03 21:49:45 2016]	[client: 114.108.216.44] [file: core.class.php] - [Device ID: fed02da59e72a744, Platform: android, PUSH ID: APA91bEMpAK7D5X3oxNI9SO6jHL_CeZ2tJDu-hjqEC30Z3H3yXz1XKrYZDzhunr6sSZa7kKs0u71gOFAsXLv98MWsAmPxafOFAeaxNJkerA-dblQAebeW-5N1qAM7Z5oh4F3E1YD2IvM]	 Status: [Existing]
[Wed Feb 03 21:49:47 2016]	[client: 114.108.216.44] [file: core.class.php] - [Device ID: fed02da59e72a744, Platform: android, PUSH ID: APA91bEMpAK7D5X3oxNI9SO6jHL_CeZ2tJDu-hjqEC30Z3H3yXz1XKrYZDzhunr6sSZa7kKs0u71gOFAsXLv98MWsAmPxafOFAeaxNJkerA-dblQAebeW-5N1qAM7Z5oh4F3E1YD2IvM]	 Status: [Existing]
[Wed Feb 03 23:09:19 2016]	[client: 114.108.216.44] [file: core.class.php] - [Device ID: fed68bf49f6c6bf, Platform: android, PUSH ID: APA91bG4dxAdfJs2tbtvkkyYd_02ISyDjOYZVLPLQPWCGMUBI-0l07QixIVuce-Hw7rCFEbdUwvIOyasBo5pKeo0X5WLx8FdNFmp3SRcrJaqo1hQDZau0kUbpT5QX05z0Q9jaLdYGrwI]	 Status: [Existing]
[Wed Feb 03 23:09:20 2016]	[client: 114.108.216.44] [file: core.class.php] - [Device ID: fed68bf49f6c6bf, Platform: android, PUSH ID: APA91bG4dxAdfJs2tbtvkkyYd_02ISyDjOYZVLPLQPWCGMUBI-0l07QixIVuce-Hw7rCFEbdUwvIOyasBo5pKeo0X5WLx8FdNFmp3SRcrJaqo1hQDZau0kUbpT5QX05z0Q9jaLdYGrwI]	 Status: [Existing]
[Wed Feb 03 23:25:10 2016]	[client: 112.198.77.141] [file: core.class.php] - [Device ID: 268a11982c9963a2, Platform: android, PUSH ID: APA91bG9ILDDrYLrYVFxSfhBBUAwo8iO41wcVG0FWOrcTbR0piJWPH_jmYBwqisNoKydhwZUkN3wXD6pNs2JmVLPNbb2jTQ8gZm5V1XspUW3xn95VraUyrlYGYz6_aRX6r49cuyHuVEN]	 Status: [Existing]
[Wed Feb 03 23:25:25 2016]	[client: 112.198.77.141] [file: core.class.php] - [Device ID: 268a11982c9963a2, Platform: android, PUSH ID: APA91bG9ILDDrYLrYVFxSfhBBUAwo8iO41wcVG0FWOrcTbR0piJWPH_jmYBwqisNoKydhwZUkN3wXD6pNs2JmVLPNbb2jTQ8gZm5V1XspUW3xn95VraUyrlYGYz6_aRX6r49cuyHuVEN]	 Status: [Existing]
[Wed Feb 03 23:53:15 2016]	[client: 49.148.134.248] [file: core.class.php] - [Device ID: 56f4bf6596c6af88, Platform: android, PUSH ID: APA91bHphphdNbN5HL-CKhFeO-Tmzj4JHStTDPZrQiLdTNpTkeGXVx9H09pTaVp857YoGQP30-49rPX3yfRIcfBNzDim9psru41i8AWUOPKEFg9bwZ8RxtUTScHKn9LqFCPUWdCR8QFo]	 Status: [Existing]
[Wed Feb 03 23:53:16 2016]	[client: 49.148.134.248] [file: core.class.php] - [Device ID: 56f4bf6596c6af88, Platform: android, PUSH ID: APA91bHphphdNbN5HL-CKhFeO-Tmzj4JHStTDPZrQiLdTNpTkeGXVx9H09pTaVp857YoGQP30-49rPX3yfRIcfBNzDim9psru41i8AWUOPKEFg9bwZ8RxtUTScHKn9LqFCPUWdCR8QFo]	 Status: [Existing]
